barcode,brand,product_name,product_type,species,quantity,ingredients_text,protein_pct,fat_pct,fiber_pct,moisture_pct,kcal_100g,countries,image_url,unique_scans,completeness,has_ingredients,has_nutrition,evidence_status,match_confidence,review_status,source_type,source_url,accessed_date
3596710485796,Auchan,Bouchées en sauce,food,cat,1.6 kg,"Au thon et au saumon : Viandes et sous-produits animaux, poissons et sous-produitsde poissons (dont thon 4% et saumon 4%), céréales, légumes (3% de carottes et 0.5% de petits pois déshydratés équivaut à 2% de petits pois), substancesminérales, sucres.  Au boeuf et au foie : Viandes et sous-produits animaux (dont boeuf 4% et foie 4%), céréales, légumes (3% de carottes et 2% de haricots verts), substances minérales, sucres.  À la dinde et au canard : Viandes et sous-produits animaux (dont dinde 4% et canard 4%), céréales, légumes (3% de carottes et 2% de haricots verts), substances minérales, su",,,,,,France,https://images.openpetfoodfacts.org/images/products/359/671/048/5796/front_fr.43.400.jpg,2,0.7,yes,yes,open_database,exact_barcode,needs_admin_review,open_pet_food_facts,https://world.openpetfoodfacts.org/product/3596710485796,2026-06-26
4062911018518,Feringa,Poulet,food,cat,410 g,"75% chicken (comprising: chicken meat, chicken hearts, chicken liver, chicken gizzards, chicken necks), 21.9% chicken broth, 2% pumpkin, 0.7% minerals, 0.2% catnip, 0.1% inulin, 0.1% spirulina.",,,,,10.3,France,https://images.openpetfoodfacts.org/images/products/406/291/101/8518/front_en.21.400.jpg,2,0.69,yes,yes,open_database,exact_barcode,needs_admin_review,open_pet_food_facts,https://world.openpetfoodfacts.org/product/4062911018518,2026-06-26
7610376164232,Vitakraft,Liquid Snack with Salmon,food,cat,6 x 15g,,0.35,0.35,0.05,,,Norway,https://images.openpetfoodfacts.org/images/products/761/037/616/4232/front_en.6.400.jpg,2,0.69,no,yes,open_database,exact_barcode,needs_admin_review,open_pet_food_facts,https://world.openpetfoodfacts.org/product/7610376164232,2026-06-26
3428460025376,Eco Diana,Pâtée pour chats au bœuf,food,cat,100 g e,,,,,82.0,,Belgium;Morocco,https://images.openpetfoodfacts.org/images/products/342/846/002/5376/front_fr.20.400.jpg,2,0.69,no,yes,open_database,exact_barcode,needs_admin_review,open_pet_food_facts,https://world.openpetfoodfacts.org/product/3428460025376,2026-06-26
7613031868384,purina,friskies junior,food,cat,300 g,,,,,,,Romania,https://images.openpetfoodfacts.org/images/products/761/303/186/8384/front_ro.4.400.jpg,2,0.69,no,no,open_database,exact_barcode,needs_admin_review,open_pet_food_facts,https://world.openpetfoodfacts.org/product/7613031868384,2026-06-26
4008429088599,Perfect Fit,Perfect Fit Senior 7 + Riche En Poulet,food,cat,,,,,,,,Switzerland,https://images.openpetfoodfacts.org/images/products/400/842/908/8599/front_fr.25.400.jpg,2,0.69,no,yes,open_database,exact_barcode,needs_admin_review,open_pet_food_facts,https://world.openpetfoodfacts.org/product/4008429088599,2026-06-26
5010394001915,Dentastix,Friandises Dentastix,food,dog,880 g,"Céréales, sous-produits d'origine végétale, substances minérales (dont tripolyphosphate de sodium 2.3%), viandes et sous-produits animaux, huiles et graisses.",0.81,0.13,,,30.1,France,,2,0.68,yes,yes,open_database,exact_barcode,needs_admin_review,open_pet_food_facts,https://world.openpetfoodfacts.org/product/5010394001915,2026-06-26
8000066444505,Mara,Minestra di Vegatali,food,dog,100,,2.4,0.2,3.5,,42.0,United Arab Emirates,https://images.openpetfoodfacts.org/images/products/800/006/644/4505/front_en.8.400.jpg,2,0.68,no,yes,open_database,exact_barcode,needs_admin_review,open_pet_food_facts,https://world.openpetfoodfacts.org/product/8000066444505,2026-06-26
9300605153929,Nestlé Purina PetCare,Healthy Kitten With Chicken in Gravy,food,cat,70g,"Crude Protein 13.0%, Crude Fat 3.5%, Moisture 82% (Max), Crude Ash 2.50% (Max), Crude Fibre 0.55% (Max), DHA 30mg/100g (Min), Vit A 12,000 IU/kg (Min), Vit E 15 IU/kg (Min), Beta Glucans 70mg/kg (Min), Metabolizable Energy (ME)",,,,,,Australia,https://images.openpetfoodfacts.org/images/products/930/060/515/3929/front_en.6.400.jpg,2,0.68,yes,yes,open_database,exact_barcode,needs_admin_review,open_pet_food_facts,https://world.openpetfoodfacts.org/product/9300605153929,2026-06-26
0886817004215,Reveal,Chicken Breast in Broth,food,cat,70 g,"Chicken Breast, Chicken Broth. Crude Protein (min) 14%, Crude Fat (min) 0.1%, Crude Fiber (max) 2%, Moisture (max) 91%.",,,,,,United States,https://images.openpetfoodfacts.org/images/products/088/681/700/4215/front_en.23.400.jpg,2,0.68,yes,no,open_database,exact_barcode,needs_admin_review,open_pet_food_facts,https://world.openpetfoodfacts.org/product/0886817004215,2026-06-26
4017721837194,Animonda,Carny Adult Rind+Huhn,food,cat,400g,"35 % Rind (Rinderlunge, Rinderherz, Rindernieren, Rinderfleisch, Rindereuter), 30 % Huhn (Huhnleber, Huhnfleisch, Huhnmagen, Huhnhals), Calciumcarbonat, Natriumchlorid",1.15,0.65,,79.0,,Germany,https://images.openpetfoodfacts.org/images/products/401/772/183/7194/front_de.15.400.jpg,2,0.68,yes,yes,open_database,exact_barcode,needs_admin_review,open_pet_food_facts,https://world.openpetfoodfacts.org/product/4017721837194,2026-06-26
3560071000028,Carrefour,Companino Vitalive Medium,food,dog,4 kg,"Céréales, sous-produits d'origine végétale, viandes et sous-produits animaux (dont poulet déshydraté 4%), huiles et graisses, levures, substances minérales.",,,,,,France;Italy;Poland;Romania;Spain,https://images.openpetfoodfacts.org/images/products/356/007/100/0028/front_fr.18.400.jpg,2,0.66,yes,no,open_database,exact_barcode,needs_admin_review,open_pet_food_facts,https://world.openpetfoodfacts.org/product/3560071000028,2026-06-26
